Type,"Country Code","Series Code","Description"
Country-Series,"Switzerland (CHE)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1960-1989 SIPRI estimates."
Country-Series,"Switzerland (CHE)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1960-1989 SIPRI estimates."
Country-Series,"Switzerland (CHE)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Switzerland (CHE)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Switzerland (CHE)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Eurostat, Swiss Federal Statistical Office"
Country-Series,"Switzerland (CHE)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Switzerland (CHE)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Eurostat, Swiss Federal Statistical Office"
Country-Series,"Channel Islands (CHI)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects. Refers to Guernsey, and Jersey."
Country-Series,"Channel Islands (CHI)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects. Refers to Guernsey, and Jersey."
Country-Series,"Channel Islands (CHI)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Channel Islands (CHI)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Channel Islands (CHI)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Chile (CHL)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Chile (CHL)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Chile (CHL)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Chile (CHL)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Chile (CHL)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"China (CHN)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1989-2018 SIPRI estimates."
Country-Series,"China (CHN)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1989-2018 SIPRI estimates."
Country-Series,"China (CHN)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1989-2018 SIPRI estimates."
Country-Series,"China (CHN)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects. The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
Country-Series,"China (CHN)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects. The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
Country-Series,"China (CHN)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"China (CHN)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"China (CHN)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Côte d'Ivoire (CIV)","Military expenditure (current USD) (MS.MIL.XPND.CD)","2012 SIPRI estimates."
Country-Series,"Côte d'Ivoire (CIV)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","2012 SIPRI estimates."
Country-Series,"Côte d'Ivoire (CIV)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","2012 SIPRI estimates."
Country-Series,"Côte d'Ivoire (CIV)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Côte d'Ivoire (CIV)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Côte d'Ivoire (CIV)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Côte d'Ivoire (CIV)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Côte d'Ivoire (CIV)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Cameroon (CMR)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Cameroon (CMR)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Cameroon (CMR)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Cameroon (CMR)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Cameroon (CMR)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Congo, Dem. Rep. (COD)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1963-1971 SIPRI estimates."
Country-Series,"Congo, Dem. Rep. (COD)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1963-1971 SIPRI estimates."
Country-Series,"Congo, Dem. Rep. (COD)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Congo, Dem. Rep. (COD)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Congo, Dem. Rep. (COD)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Congo, Dem. Rep. (COD)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Congo, Dem. Rep. (COD)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Congo, Rep. (COG)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1970-1993 highly uncertain data. 2001-2007 SIPRI estimates."
Country-Series,"Congo, Rep. (COG)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1970-1993 highly uncertain data. 2001-2007 SIPRI estimates."
Country-Series,"Congo, Rep. (COG)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1992-1993 highly uncertain data. 2001-2007 SIPRI estimates."
Country-Series,"Congo, Rep. (COG)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Congo, Rep. (COG)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Congo, Rep. (COG)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Congo, Rep. (COG)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Congo, Rep. (COG)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Colombia (COL)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1960-1969 SIPRI estimates."
Country-Series,"Colombia (COL)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1960-1969 SIPRI estimates."
Country-Series,"Colombia (COL)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1988-1989 SIPRI estimates."
Country-Series,"Colombia (COL)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Colombia (COL)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Colombia (COL)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Colombia (COL)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Colombia (COL)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Comoros (COM)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Comoros (COM)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Comoros (COM)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Comoros (COM)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Comoros (COM)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Cabo Verde (CPV)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Cabo Verde (CPV)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Cabo Verde (CPV)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Cabo Verde (CPV)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Cabo Verde (CPV)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Costa Rica (CRI)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Costa Rica (CRI)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Costa Rica (CRI)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Costa Rica (CRI)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Costa Rica (CRI)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Cuba (CUB)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Cuba (CUB)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Cuba (CUB)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Cuba (CUB)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Cuba (CUB)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Curaçao (CUW)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Curaçao (CUW)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Curaçao (CUW)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Central bureau of Statistics"
Country-Series,"Curaçao (CUW)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Curaçao (CUW)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Central bureau of Statistics"
Country-Series,"Cayman Islands (CYM)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: Economics and Statistics Office of Government of the Cayman Islands"
Country-Series,"Cayman Islands (CYM)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Cayman Islands (CYM)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: Economics and Statistics Office of Government of the Cayman Islands"
Country-Series,"Cyprus (CYP)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1985-2003 SIPRI estimates."
Country-Series,"Cyprus (CYP)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1985-2003 SIPRI estimates."
